/* DATA DESCRIPTION:
Citation:	Rae, James W B; Sarnthein, Michael; Foster, Gavin L; Ridgwell, Andy; Grootes, Pieter Meiert; Elliott, Tim (2014): (Table 4) Atmospheric 14C record used for calculating foram-atmosphere reservoir ages. PANGAEA, https://doi.org/10.1594/PANGAEA.833525, 
	In supplement to: Rae, JWB et al. (2014): Deep water formation in the North Pacific and deglacial CO2 rise. Paleoceanography, 29(6), 645-667, https://doi.org/10.1002/2013PA002570
Further details:	Reimer, Paula J; Baillie, Mike G L; Bard, Edouard; Bayliss, Alex; Beck, J Warren; Blackwell, Paul G; Ramsey, Christopher Bronk; Burr, George S; Edwards, R Lawrence; Friedrich, Michael; Grootes, Pieter Meiert; Guilderson, Thomas P; Hajdas, Irena; Heaton, T J; Hogg, Alan G; Hughen, Konrad A; Kaiser, Klaus-Felix; Kromer, Bernd; McCormac, F Gerry; Manning, Sturt W; Reimer, Ron W; Richards, David A; Southon, John R; Talamo, Sahra; Turney, Chris S M; van der Plicht, Johannes; Weyhenmeyer, Constanze E (2009): IntCal09 and Marine09 Radiocarbon Age Calibration Curves, 0-50,000 Years cal BP. Radiocarbon, 51(4), 1111-1150, https://doi.org/10.1017/S0033822200034202
	Southon, John; Noronha, Alexandra L; Cheng, Hai; Edwards, R Lawrence; Wang, Yongjin (2012): A high-resolution record of atmospheric 14C based on Hulu Cave speleothem H82. Quaternary Science Reviews, 33, 32-41, https://doi.org/10.1016/j.quascirev.2011.11.022
Comment:	Based on IntCal09 from 0-15 and 26-50 kyr BP, and Southon et al. 2012's Hulu Cave 14C record from 15-26 kyr BP.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Age, dated [ka] (Age dated) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional
	Age, error [±] (Age e) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional * COMMENT: 1 sigma
	Δ14C [‰] (Δ14C) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Δ14C, standard deviation [±] (Δ14C std dev) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Reference/source (Reference) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	15415 data points
*/
Age [ka BP]	Age dated [ka]	Age e [±]	Δ14C [‰]	Δ14C std dev [±]	Reference
3.650	3.427	0.014	15.0	1.8	IntCal09
3.645	3.421	0.012	15.2	1.5	IntCal09
3.640	3.401	0.013	17.1	1.6	IntCal09
3.635	3.380	0.013	19.1	1.6	IntCal09
3.630	3.369	0.013	19.9	1.7	IntCal09
3.625	3.368	0.013	19.4	1.6	IntCal09
3.620	3.370	0.014	18.6	1.8	IntCal09
3.615	3.367	0.014	18.3	1.8	IntCal09
3.610	3.359	0.013	18.7	1.6	IntCal09
3.605	3.355	0.012	18.6	1.5	IntCal09
3.600	3.362	0.012	17.1	1.5	IntCal09
3.595	3.367	0.012	15.9	1.5	IntCal09
3.590	3.362	0.013	15.9	1.6	IntCal09
3.585	3.356	0.013	16.0	1.6	IntCal09
3.580	3.350	0.013	16.2	1.6	IntCal09
3.575	3.342	0.013	16.6	1.6	IntCal09
3.570	3.334	0.013	17.0	1.6	IntCal09
3.565	3.325	0.013	17.5	1.6	IntCal09
3.560	3.314	0.013	18.3	1.6	IntCal09
3.555	3.300	0.012	19.4	1.5	IntCal09
3.550	3.287	0.013	20.5	1.7	IntCal09
3.545	3.284	0.013	20.2	1.7	IntCal09
3.540	3.289	0.013	19.0	1.6	IntCal09
3.535	3.296	0.013	17.5	1.6	IntCal09
3.530	3.297	0.014	16.7	1.8	IntCal09
3.525	3.298	0.014	16.0	1.8	IntCal09
3.520	3.303	0.014	14.7	1.8	IntCal09
3.515	3.307	0.014	13.6	1.8	IntCal09
3.510	3.304	0.014	13.4	1.8	IntCal09
3.505	3.298	0.013	13.5	1.6	IntCal09
3.500	3.300	0.014	12.7	1.8	IntCal09
3.495	3.304	0.014	11.5	1.8	IntCal09
3.490	3.304	0.014	10.9	1.8	IntCal09
3.485	3.298	0.013	11.1	1.6	IntCal09
3.480	3.286	0.014	12.0	1.8	IntCal09
3.475	3.272	0.013	13.1	1.6	IntCal09
3.470	3.262	0.012	13.8	1.5	IntCal09
3.465	3.252	0.012	14.4	1.5	IntCal09
3.460	3.248	0.012	14.3	1.5	IntCal09
3.455	3.247	0.012	13.8	1.5	IntCal09
3.450	3.238	0.012	14.4	1.5	IntCal09
3.445	3.219	0.013	16.1	1.6	IntCal09
3.440	3.201	0.014	17.8	1.8	IntCal09
3.435	3.195	0.014	18.0	1.8	IntCal09
3.430	3.199	0.014	16.8	1.8	IntCal09
3.425	3.207	0.014	15.2	1.8	IntCal09
3.420	3.212	0.014	14.0	1.8	IntCal09
3.415	3.212	0.014	13.3	1.8	IntCal09
3.410	3.208	0.014	13.2	1.8	IntCal09
3.405	3.201	0.013	13.5	1.6	IntCal09
3.400	3.192	0.013	14.0	1.6	IntCal09
3.395	3.184	0.013	14.4	1.6	IntCal09
3.390	3.180	0.014	14.3	1.8	IntCal09
3.385	3.173	0.014	14.6	1.8	IntCal09
3.380	3.159	0.015	15.7	1.9	IntCal09
3.375	3.148	0.015	16.5	1.9	IntCal09
3.370	3.143	0.016	16.5	2.0	IntCal09
3.365	3.135	0.015	16.9	1.9	IntCal09
3.360	3.120	0.015	18.2	1.9	IntCal09
3.355	3.107	0.015	19.3	1.9	IntCal09
3.350	3.103	0.015	19.1	1.9	IntCal09
3.345	3.099	0.014	19.0	1.8	IntCal09
3.340	3.090	0.015	19.6	1.9	IntCal09
3.335	3.080	0.015	20.2	1.9	IntCal09
3.330	3.073	0.016	20.5	2.0	IntCal09
3.325	3.066	0.015	20.8	1.9	IntCal09
3.320	3.054	0.016	21.7	2.0	IntCal09
3.315	3.046	0.016	22.1	2.0	IntCal09
3.310	3.048	0.016	21.2	2.0	IntCal09
3.305	3.052	0.016	20.1	2.0	IntCal09
3.300	3.052	0.016	19.5	2.0	IntCal09
3.295	3.053	0.016	18.7	2.0	IntCal09
3.290	3.060	0.016	17.2	2.0	IntCal09
3.285	3.070	0.016	15.3	2.0	IntCal09
3.280	3.079	0.015	13.6	1.9	IntCal09
3.275	3.080	0.015	12.8	1.9	IntCal09
3.270	3.068	0.016	13.7	2.0	IntCal09
3.265	3.053	0.016	15.0	2.0	IntCal09
3.260	3.042	0.016	15.8	2.0	IntCal09
3.255	3.035	0.016	16.1	2.0	IntCal09
3.250	3.031	0.016	16.0	2.0	IntCal09
3.245	3.027	0.016	15.8	2.0	IntCal09
3.240	3.021	0.016	16.0	2.0	IntCal09
3.235	3.017	0.016	15.9	2.0	IntCal09
3.230	3.020	0.016	14.9	2.0	IntCal09
3.225	3.023	0.016	13.9	2.0	IntCal09
3.220	3.022	0.016	13.4	2.0	IntCal09
3.215	3.014	0.016	13.8	2.0	IntCal09
3.210	2.997	0.015	15.3	1.9	IntCal09
3.205	2.980	0.015	16.9	1.9	IntCal09
3.200	2.972	0.015	17.3	1.9	IntCal09
3.195	2.971	0.015	16.8	1.9	IntCal09
3.190	2.973	0.016	15.9	2.0	IntCal09
3.185	2.981	0.016	14.3	2.0	IntCal09
3.180	2.989	0.015	12.7	1.9	IntCal09
3.175	2.994	0.015	11.4	1.9	IntCal09
3.170	2.993	0.014	10.9	1.8	IntCal09
3.165	2.984	0.013	11.5	1.6	IntCal09
3.160	2.967	0.014	13.0	1.8	IntCal09
3.155	2.957	0.015	13.6	1.9	IntCal09
3.150	2.961	0.016	12.5	2.0	IntCal09
3.145	2.962	0.015	11.8	1.9	IntCal09
3.140	2.949	0.016	12.8	2.0	IntCal09
3.135	2.939	0.016	13.5	2.0	IntCal09
3.130	2.943	0.016	12.3	2.0	IntCal09
3.125	2.951	0.016	10.7	2.0	IntCal09
3.120	2.954	0.016	9.7	2.0	IntCal09
3.115	2.953	0.015	9.3	1.9	IntCal09
3.110	2.950	0.016	9.0	2.0	IntCal09
3.105	2.944	0.016	9.2	2.0	IntCal09
3.100	2.939	0.015	9.2	1.9	IntCal09
3.095	2.941	0.014	8.3	1.8	IntCal09
3.090	2.958	0.014	5.6	1.8	IntCal09
3.085	2.966	0.013	4.0	1.6	IntCal09
3.080	2.948	0.015	5.6	1.9	IntCal09
3.075	2.927	0.015	7.6	1.9	IntCal09
3.070	2.916	0.015	8.4	1.9	IntCal09
3.065	2.908	0.014	8.8	1.8	IntCal09
3.060	2.900	0.014	9.2	1.8	IntCal09
3.055	2.898	0.013	8.8	1.6	IntCal09
3.050	2.901	0.014	7.8	1.8	IntCal09
3.045	2.905	0.013	6.7	1.6	IntCal09
3.040	2.904	0.014	6.3	1.8	IntCal09
3.035	2.901	0.015	6.0	1.9	IntCal09
3.030	2.900	0.015	5.5	1.9	IntCal09
3.025	2.900	0.015	4.9	1.9	IntCal09
3.020	2.899	0.014	4.4	1.8	IntCal09
3.015	2.899	0.015	3.8	1.9	IntCal09
3.010	2.903	0.015	2.7	1.9	IntCal09
3.005	2.900	0.014	2.5	1.7	IntCal09
3.000	2.887	0.014	3.5	1.7	IntCal09
2.995	2.876	0.014	4.3	1.8	IntCal09
2.990	2.873	0.015	4.1	1.9	IntCal09
2.985	2.872	0.015	3.6	1.9	IntCal09
2.980	2.873	0.015	2.8	1.9	IntCal09
2.975	2.872	0.015	2.4	1.9	IntCal09
2.970	2.870	0.015	2.0	1.9	IntCal09
2.965	2.865	0.014	2.0	1.7	IntCal09
2.960	2.855	0.014	2.7	1.7	IntCal09
2.955	2.843	0.014	3.6	1.7	IntCal09
2.950	2.833	0.015	4.2	1.9	IntCal09
2.945	2.825	0.015	4.6	1.9	IntCal09
2.940	2.824	0.015	4.1	1.9	IntCal09
2.935	2.825	0.014	3.4	1.7	IntCal09
2.930	2.826	0.014	2.6	1.7	IntCal09
2.925	2.820	0.013	2.8	1.6	IntCal09
2.920	2.804	0.014	4.2	1.8	IntCal09
2.915	2.794	0.014	4.8	1.8	IntCal09
2.910	2.802	0.015	3.2	1.9	IntCal09
2.905	2.814	0.014	1.1	1.7	IntCal09
2.900	2.820	0.014	-0.2	1.7	IntCal09
2.895	2.819	0.014	-0.7	1.7	IntCal09
2.890	2.814	0.015	-0.7	1.9	IntCal09
2.885	2.806	0.014	-0.3	1.7	IntCal09
2.880	2.800	0.015	-0.2	1.9	IntCal09
2.875	2.793	0.016	0.1	2.0	IntCal09
2.870	2.785	0.016	0.5	2.0	IntCal09
2.865	2.776	0.015	1.0	1.9	IntCal09
2.860	2.769	0.015	1.3	1.9	IntCal09
2.855	2.761	0.015	1.7	1.9	IntCal09
2.850	2.749	0.016	2.6	2.0	IntCal09
2.845	2.736	0.015	3.6	1.9	IntCal09
2.840	2.726	0.015	4.2	1.9	IntCal09
2.835	2.721	0.015	4.2	1.9	IntCal09
2.830	2.724	0.016	3.2	2.0	IntCal09
2.825	2.730	0.015	1.9	1.9	IntCal09
2.820	2.733	0.015	0.9	1.9	IntCal09
2.815	2.735	0.015	0.1	1.9	IntCal09
2.810	2.735	0.016	-0.5	2.0	IntCal09
2.805	2.734	0.015	-1.0	1.9	IntCal09
2.800	2.734	0.014	-1.6	1.7	IntCal09
2.795	2.729	0.012	-1.6	1.5	IntCal09
2.790	2.719	0.011	-1.0	1.4	IntCal09
2.785	2.710	0.013	-0.5	1.6	IntCal09
2.780	2.698	0.013	0.4	1.6	IntCal09
2.775	2.688	0.012	1.1	1.5	IntCal09
2.770	2.682	0.013	1.2	1.6	IntCal09
2.765	2.676	0.012	1.4	1.5	IntCal09
2.760	2.663	0.013	2.4	1.6	IntCal09
2.755	2.645	0.012	4.0	1.5	IntCal09
2.750	2.624	0.013	6.0	1.6	IntCal09
2.745	2.600	0.012	8.4	1.5	IntCal09
2.740	2.578	0.012	10.6	1.5	IntCal09
2.735	2.563	0.012	11.9	1.5	IntCal09
2.730	2.558	0.013	11.9	1.6	IntCal09
2.725	2.553	0.013	11.9	1.6	IntCal09
2.720	2.543	0.013	12.5	1.6	IntCal09
2.715	2.529	0.013	13.7	1.6	IntCal09
2.710	2.516	0.014	14.7	1.8	IntCal09
2.705	2.506	0.012	15.4	1.5	IntCal09
2.700	2.495	0.013	16.2	1.6	IntCal09
2.695	2.483	0.013	17.1	1.6	IntCal09
2.690	2.478	0.013	17.1	1.6	IntCal09
2.685	2.475	0.012	16.8	1.5	IntCal09
2.680	2.467	0.013	17.2	1.6	IntCal09
2.675	2.459	0.013	17.6	1.6	IntCal09
2.670	2.456	0.014	17.4	1.8	IntCal09
2.665	2.455	0.013	16.9	1.6	IntCal09
2.660	2.455	0.013	16.3	1.6	IntCal09
2.655	2.455	0.013	15.7	1.6	IntCal09
2.650	2.451	0.014	15.6	1.8	IntCal09
2.645	2.451	0.013	15.0	1.6	IntCal09
2.640	2.468	0.014	12.2	1.8	IntCal09
2.635	2.496	0.013	8.1	1.6	IntCal09
2.630	2.520	0.014	4.5	1.8	IntCal09
2.625	2.531	0.013	2.5	1.6	IntCal09
2.620	2.516	0.013	3.7	1.6	IntCal09
2.615	2.490	0.013	6.4	1.6	IntCal09
2.610	2.469	0.013	8.4	1.6	IntCal09
2.605	2.458	0.011	9.2	1.4	IntCal09
2.600	2.467	0.012	7.4	1.5	IntCal09
2.595	2.483	0.011	4.8	1.4	IntCal09
2.590	2.492	0.012	3.1	1.5	IntCal09
2.585	2.496	0.011	2.0	1.4	IntCal09
2.580	2.499	0.012	1.0	1.5	IntCal09
2.575	2.499	0.011	0.4	1.4	IntCal09
2.570	2.495	0.012	0.3	1.5	IntCal09
2.565	2.493	0.012	-0.1	1.5	IntCal09
2.560	2.499	0.013	-1.4	1.6	IntCal09
2.555	2.506	0.013	-2.9	1.6	IntCal09
2.550	2.505	0.014	-3.4	1.7	IntCal09
2.545	2.498	0.013	-3.1	1.6	IntCal09
2.540	2.489	0.014	-2.6	1.7	IntCal09
2.535	2.483	0.014	-2.4	1.7	IntCal09
2.530	2.485	0.015	-3.3	1.9	IntCal09
2.525	2.491	0.014	-4.6	1.7	IntCal09
2.520	2.491	0.014	-5.2	1.7	IntCal09
2.515	2.489	0.014	-5.6	1.7	IntCal09
2.510	2.488	0.014	-6.1	1.7	IntCal09
2.505	2.487	0.013	-6.5	1.6	IntCal09
2.500	2.482	0.014	-6.5	1.7	IntCal09
2.495	2.473	0.013	-6.0	1.6	IntCal09
2.490	2.459	0.013	-4.9	1.6	IntCal09
2.485	2.447	0.012	-4.0	1.5	IntCal09
2.480	2.447	0.013	-4.6	1.6	IntCal09
2.475	2.451	0.013	-5.7	1.6	IntCal09
2.470	2.446	0.014	-5.7	1.7	IntCal09
2.465	2.436	0.013	-5.0	1.6	IntCal09
2.460	2.429	0.014	-4.8	1.7	IntCal09
2.455	2.424	0.014	-4.8	1.7	IntCal09
2.450	2.423	0.014	-5.2	1.7	IntCal09
2.445	2.423	0.013	-5.8	1.6	IntCal09
2.440	2.424	0.014	-6.6	1.7	IntCal09
2.435	2.423	0.014	-7.0	1.7	IntCal09
2.430	2.418	0.014	-7.0	1.7	IntCal09
2.425	2.413	0.013	-7.0	1.6	IntCal09
2.420	2.415	0.014	-7.9	1.7	IntCal09
2.415	2.420	0.014	-9.1	1.7	IntCal09
2.410	2.424	0.015	-10.2	1.8	IntCal09
2.405	2.426	0.015	-11.0	1.8	IntCal09
2.400	2.424	0.015	-11.4	1.8	IntCal09
2.395	2.421	0.015	-11.6	1.8	IntCal09
2.390	2.423	0.015	-12.4	1.8	IntCal09
2.385	2.428	0.014	-13.6	1.7	IntCal09
2.380	2.429	0.014	-14.4	1.7	IntCal09
2.375	2.428	0.014	-14.8	1.7	IntCal09
2.370	2.427	0.015	-15.3	1.8	IntCal09
2.365	2.422	0.015	-15.3	1.8	IntCal09
2.360	2.406	0.014	-13.9	1.7	IntCal09
2.355	2.382	0.012	-11.6	1.5	IntCal09
2.350	2.354	0.013	-8.7	1.6	IntCal09
2.345	2.326	0.014	-5.9	1.7	IntCal09
2.340	2.301	0.014	-3.4	1.7	IntCal09
2.335	2.281	0.015	-1.5	1.9	IntCal09
2.330	2.266	0.015	-0.2	1.9	IntCal09
2.325	2.257	0.013	0.3	1.6	IntCal09
2.320	2.252	0.014	0.3	1.7	IntCal09
2.315	2.248	0.013	0.2	1.6	IntCal09
2.310	2.238	0.014	0.8	1.7	IntCal09
2.305	2.223	0.013	2.1	1.6	IntCal09
2.300	2.204	0.014	3.9	1.7	IntCal09
2.295	2.186	0.013	5.5	1.6	IntCal09
2.290	2.177	0.015	6.0	1.9	IntCal09
2.285	2.175	0.015	5.7	1.9	IntCal09
2.280	2.175	0.015	5.1	1.9	IntCal09
2.275	2.178	0.014	4.1	1.7	IntCal09
2.270	2.186	0.014	2.5	1.7	IntCal09
2.265	2.194	0.014	0.9	1.7	IntCal09
2.260	2.198	0.015	-0.2	1.9	IntCal09
2.255	2.199	0.014	-1.0	1.7	IntCal09
2.250	2.202	0.014	-1.9	1.7	IntCal09
2.245	2.206	0.012	-3.0	1.5	IntCal09
2.240	2.215	0.014	-4.8	1.7	IntCal09
2.235	2.223	0.014	-6.3	1.7	IntCal09
2.230	2.228	0.015	-7.6	1.9	IntCal09
2.225	2.231	0.014	-8.5	1.7	IntCal09
2.220	2.238	0.014	-10.0	1.7	IntCal09
2.215	2.242	0.015	-11.1	1.8	IntCal09
2.210	2.235	0.016	-10.8	2.0	IntCal09
2.205	2.225	0.015	-10.2	1.8	IntCal09
2.200	2.223	0.015	-10.5	1.8	IntCal09
2.195	2.226	0.014	-11.5	1.7	IntCal09
2.190	2.230	0.014	-12.6	1.7	IntCal09
2.185	2.230	0.013	-13.2	1.6	IntCal09
2.180	2.215	0.014	-12.0	1.7	IntCal09
2.175	2.200	0.014	-10.7	1.7	IntCal09
2.170	2.206	0.014	-12.0	1.7	IntCal09
2.165	2.216	0.012	-13.9	1.5	IntCal09
2.160	2.208	0.013	-13.5	1.6	IntCal09
2.155	2.187	0.014	-11.5	1.7	IntCal09
2.150	2.166	0.014	-9.5	1.7	IntCal09
2.145	2.149	0.013	-8.0	1.6	IntCal09
2.140	2.143	0.014	-7.9	1.7	IntCal09
2.135	2.143	0.014	-8.5	1.7	IntCal09
2.130	2.141	0.015	-8.8	1.9	IntCal09
2.125	2.136	0.014	-8.8	1.7	IntCal09
2.120	2.125	0.014	-8.0	1.7	IntCal09
2.115	2.113	0.013	-7.2	1.6	IntCal09
2.110	2.104	0.015	-6.7	1.9	IntCal09
2.105	2.099	0.016	-6.6	2.0	IntCal09
2.100	2.096	0.016	-6.9	2.0	IntCal09
2.095	2.095	0.013	-7.3	1.6	IntCal09
2.090	2.095	0.014	-7.9	1.7	IntCal09
2.085	2.099	0.014	-9.0	1.7	IntCal09
2.080	2.106	0.014	-10.5	1.7	IntCal09
2.075	2.112	0.013	-11.8	1.6	IntCal09
2.070	2.110	0.013	-12.2	1.6	IntCal09
2.065	2.102	0.013	-11.8	1.6	IntCal09
2.060	2.095	0.013	-11.5	1.6	IntCal09
2.055	2.089	0.013	-11.4	1.6	IntCal09
2.050	2.087	0.014	-11.7	1.7	IntCal09
2.045	2.086	0.013	-12.2	1.6	IntCal09
2.040	2.079	0.013	-12.0	1.6	IntCal09
2.035	2.068	0.013	-11.2	1.6	IntCal09
2.030	2.066	0.013	-11.6	1.6	IntCal09
2.025	2.073	0.014	-13.0	1.7	IntCal09
2.020	2.078	0.014	-14.2	1.7	IntCal09
2.015	2.081	0.012	-15.2	1.5	IntCal09
2.010	2.080	0.013	-15.7	1.6	IntCal09
2.005	2.073	0.012	-15.4	1.5	IntCal09
2.000	2.060	0.012	-14.4	1.5	IntCal09
1.995	2.046	0.012	-13.3	1.5	IntCal09
1.990	2.028	0.012	-11.7	1.5	IntCal09
1.985	2.012	0.011	-10.3	1.4	IntCal09
1.980	2.012	0.012	-10.9	1.5	IntCal09
1.975	2.019	0.013	-12.3	1.6	IntCal09
1.970	2.014	0.014	-12.3	1.7	IntCal09
1.965	2.006	0.012	-11.9	1.5	IntCal09
1.960	2.014	0.013	-13.5	1.6	IntCal09
1.955	2.025	0.012	-15.5	1.5	IntCal09
1.950	2.012	0.012	-14.5	1.5	IntCal09
1.945	1.992	0.012	-12.6	1.5	IntCal09
1.940	1.991	0.013	-13.1	1.6	IntCal09
1.935	1.994	0.013	-14.1	1.6	IntCal09
1.930	1.988	0.014	-13.9	1.7	IntCal09
1.925	1.977	0.013	-13.2	1.6	IntCal09
1.920	1.964	0.014	-12.2	1.7	IntCal09
1.915	1.960	0.014	-12.3	1.7	IntCal09
1.910	1.971	0.013	-14.2	1.6	IntCal09
1.905	1.978	0.012	-15.7	1.5	IntCal09
1.900	1.968	0.013	-15.0	1.6	IntCal09
1.895	1.955	0.013	-14.0	1.6	IntCal09
1.890	1.948	0.014	-13.8	1.7	IntCal09
1.885	1.942	0.013	-13.6	1.6	IntCal09
1.880	1.933	0.014	-13.1	1.7	IntCal09
1.875	1.922	0.014	-12.4	1.7	IntCal09
1.870	1.911	0.015	-11.6	1.8	IntCal09
1.865	1.900	0.015	-10.9	1.8	IntCal09
1.860	1.890	0.014	-10.2	1.7	IntCal09
1.855	1.885	0.013	-10.2	1.6	IntCal09
1.850	1.890	0.015	-11.4	1.8	IntCal09
1.845	1.897	0.015	-12.9	1.8	IntCal09
1.840	1.900	0.016	-13.8	2.0	IntCal09
1.835	1.900	0.015	-14.4	1.8	IntCal09
1.830	1.898	0.014	-14.8	1.7	IntCal09
1.825	1.887	0.012	-14.0	1.5	IntCal09
1.820	1.863	0.013	-11.7	1.6	IntCal09
1.815	1.842	0.013	-9.7	1.6	IntCal09
1.810	1.834	0.015	-9.3	1.8	IntCal09
1.805	1.833	0.015	-9.8	1.8	IntCal09
1.800	1.834	0.016	-10.5	2.0	IntCal09
1.795	1.835	0.015	-11.2	1.8	IntCal09
1.790	1.836	0.016	-12.0	2.0	IntCal09
1.785	1.836	0.016	-12.5	2.0	IntCal09
1.780	1.834	0.016	-12.9	2.0	IntCal09
1.775	1.832	0.016	-13.3	2.0	IntCal09
1.770	1.829	0.016	-13.5	2.0	IntCal09
1.765	1.828	0.015	-14.0	1.8	IntCal09
1.760	1.831	0.015	-14.9	1.8	IntCal09
1.755	1.835	0.015	-16.0	1.8	IntCal09
1.750	1.839	0.015	-17.1	1.8	IntCal09
1.745	1.839	0.014	-17.7	1.7	IntCal09
1.740	1.834	0.015	-17.7	1.8	IntCal09
1.735	1.827	0.016	-17.4	2.0	IntCal09
1.730	1.821	0.016	-17.3	2.0	IntCal09
1.725	1.815	0.015	-17.1	1.8	IntCal09
1.720	1.810	0.015	-17.1	1.8	IntCal09
1.715	1.801	0.014	-16.6	1.7	IntCal09
1.710	1.786	0.013	-15.4	1.6	IntCal09
1.705	1.773	0.012	-14.4	1.5	IntCal09
1.700	1.767	0.013	-14.2	1.6	IntCal09
1.695	1.758	0.012	-13.7	1.5	IntCal09
1.690	1.736	0.014	-11.6	1.7	IntCal09
1.685	1.719	0.014	-10.1	1.7	IntCal09
1.680	1.717	0.015	-10.5	1.8	IntCal09
1.675	1.722	0.015	-11.7	1.8	IntCal09
1.670	1.732	0.016	-13.5	2.0	IntCal09
1.665	1.740	0.015	-15.1	1.8	IntCal09
1.660	1.739	0.015	-15.6	1.8	IntCal09
1.655	1.740	0.015	-16.3	1.8	IntCal09
1.650	1.749	0.016	-18.0	2.0	IntCal09
1.645	1.757	0.015	-19.5	1.8	IntCal09
1.640	1.759	0.016	-20.4	2.0	IntCal09
1.635	1.754	0.016	-20.4	2.0	IntCal09
1.630	1.744	0.016	-19.7	2.0	IntCal09
1.625	1.733	0.016	-19.0	2.0	IntCal09
1.620	1.726	0.016	-18.7	2.0	IntCal09
1.615	1.719	0.016	-18.5	2.0	IntCal09
1.610	1.709	0.016	-17.8	2.0	IntCal09
1.605	1.701	0.015	-17.4	1.8	IntCal09
1.600	1.696	0.016	-17.4	2.0	IntCal09
1.595	1.693	0.016	-17.7	2.0	IntCal09
1.590	1.691	0.016	-18.0	2.0	IntCal09
1.585	1.692	0.015	-18.7	1.8	IntCal09
1.580	1.699	0.014	-20.2	1.7	IntCal09
1.575	1.702	0.013	-21.1	1.6	IntCal09
1.570	1.695	0.014	-20.9	1.7	IntCal09
1.565	1.684	0.013	-20.1	1.6	IntCal09
1.560	1.675	0.014	-19.6	1.7	IntCal09
1.555	1.668	0.014	-19.3	1.7	IntCal09
1.550	1.663	0.015	-19.3	1.8	IntCal09
1.545	1.657	0.015	-19.2	1.8	IntCal09
1.540	1.648	0.015	-18.7	1.8	IntCal09
1.535	1.637	0.015	-17.9	1.8	IntCal09
1.530	1.627	0.015	-17.3	1.8	IntCal09
1.525	1.614	0.014	-16.3	1.7	IntCal09
1.520	1.597	0.015	-14.8	1.8	IntCal09
1.515	1.582	0.015	-13.6	1.8	IntCal09
1.510	1.573	0.016	-13.1	2.0	IntCal09
1.505	1.569	0.015	-13.2	1.8	IntCal09
1.500	1.571	0.016	-14.0	2.0	IntCal09
1.495	1.572	0.016	-14.7	2.0	IntCal09
1.490	1.572	0.016	-15.3	2.0	IntCal09
1.485	1.569	0.015	-15.6	1.8	IntCal09
1.480	1.565	0.015	-15.7	1.8	IntCal09
1.475	1.564	0.015	-16.1	1.8	IntCal09
1.470	1.567	0.016	-17.1	2.0	IntCal09
1.465	1.573	0.015	-18.4	1.8	IntCal09
1.460	1.581	0.014	-20.0	1.7	IntCal09
1.455	1.588	0.013	-21.4	1.6	IntCal09
1.450	1.590	0.013	-22.3	1.6	IntCal09
1.445	1.587	0.013	-22.5	1.6	IntCal09
1.440	1.580	0.013	-22.2	1.6	IntCal09
1.435	1.578	0.013	-22.6	1.6	IntCal09
1.430	1.585	0.013	-24.0	1.6	IntCal09
1.425	1.588	0.012	-25.0	1.5	IntCal09
1.420	1.579	0.013	-24.5	1.6	IntCal09
1.415	1.563	0.013	-23.1	1.6	IntCal09
1.410	1.543	0.013	-21.3	1.6	IntCal09
1.405	1.527	0.012	-19.9	1.5	IntCal09
1.400	1.520	0.013	-19.7	1.6	IntCal09
1.395	1.516	0.013	-19.8	1.6	IntCal09
1.390	1.511	0.014	-19.8	1.7	IntCal09
1.385	1.504	0.013	-19.5	1.6	IntCal09
1.380	1.497	0.014	-19.2	1.7	IntCal09
1.375	1.491	0.014	-19.1	1.7	IntCal09
1.370	1.487	0.014	-19.2	1.7	IntCal09
1.365	1.484	0.013	-19.4	1.6	IntCal09
1.360	1.484	0.014	-20.0	1.7	IntCal09
1.355	1.480	0.014	-20.1	1.7	IntCal09
1.350	1.470	0.014	-19.5	1.7	IntCal09
1.345	1.459	0.013	-18.7	1.6	IntCal09
1.340	1.450	0.014	-18.2	1.7	IntCal09
1.335	1.444	0.015	-18.1	1.8	IntCal09
1.330	1.440	0.015	-18.2	1.8	IntCal09
1.325	1.438	0.013	-18.6	1.6	IntCal09
1.320	1.439	0.013	-19.3	1.6	IntCal09
1.315	1.436	0.012	-19.5	1.5	IntCal09
1.310	1.427	0.013	-19.0	1.6	IntCal09
1.305	1.412	0.013	-17.8	1.6	IntCal09
1.300	1.394	0.013	-16.1	1.6	IntCal09
